tempo,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
14:08.20,,CESARI Fabio,1977,SM,C.S. CARABINIERI SEZ. ATLETICA,3 se- 1,Modena,2005-05-15,https://www.fidal.it/atleta/CESARI-Fabio/e6iRkpKlbWk%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
14:08.72,,CUGUSI Stefano,1984,PM,C.U.S. PAVIA,8 su- 1,Ponzano Veneto,2005-07-01,https://www.fidal.it/atleta/CUGUSI-Stefano/dqiRlpSoaWU%3D,https://www.fidal.it/societa/C-U-S--PAVIA/PV108
14:08.93,,LEONE Maurizio,1973,SM,C.S. CARABINIERI SEZ. ATLETICA,2 su- 1,Bressanone,2005-06-25,https://www.fidal.it/atleta/LEONE-Maurizio/eqiRk5OjcGk%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
14:09.11,,MASCHERONI Fabio,1977,SM,CALCESTRUZZI CORRADINI EXCELS.,3 su- 1,Bressanone,2005-06-25,https://www.fidal.it/atleta/MASCHERONI-Fabio/dqiRlZOmcGk%3D,https://www.fidal.it/societa/CALCESTRUZZI-CORRADINI-EXCELS-/RE106
14:09.20,,SCAINI Stefano,1983,PM,G.A. FIAMME GIALLE,1 su- 1,Palermo,2005-05-22,https://www.fidal.it/atleta/SCAINI-Stefano/eaqRkpelams%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
14:09.65,,BONA Francesco,1983,PM,C.S. AERONAUTICA MILITARE,9 su- 1,Conegliano,2005-06-17,https://www.fidal.it/atleta/BONA-Francesco/dKAAARk5afaGQ%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
14:10.62,,VILLANI Matteo,1982,SM,C.S. CARABINIERI SEZ. ATLETICA,6 su- 1,Pergine Valsugana,2005-07-22,https://www.fidal.it/atleta/VILLANI-Matteo/eqiRk5ijcWQ%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
14:12.46,,BUTTAZZO Giammarco,1977,SM,C.S. ESERCITO,7 su- 1,Cesenatico,2005-06-12,https://www.fidal.it/atleta/BUTTAZZO-Giammarco/hKiRkpWnbGs%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
14:13.30,,DI MARIO Ivan,1977,SM,CUS MOLISE,3 su- 1,Avellino,2005-06-15,https://www.fidal.it/atleta/DI-MARIO-Ivan/f6iRlpehaGw%3D,https://www.fidal.it/societa/CUS-MOLISE/CB001
14:13.85,,BUTTAZZO Giammarco,1977,SM,C.S. ESERCITO,7 su- 1,Pergine Valsugana,2005-07-22,https://www.fidal.it/atleta/BUTTAZZO-Giammarco/hKiRkpWnbGs%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
14:14.10,,RICATTI Domenico,1979,SM,C.S. AERONAUTICA MILITARE,2 se- 1,Vigna Di Valle,2005-05-15,https://www.fidal.it/atleta/RICATTI-Domenico/hKiRkpSkcWg%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
14:15.60,,GUALDI Giovanni,1979,SM,G.A. FIAMME GIALLE,3 se- 1,Vigna Di Valle,2005-05-15,https://www.fidal.it/atleta/GUALDI-Giovanni/dqiRkpamamQ%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
14:15.95,,LAHNER Eduard,1975,SM,SV STERZING VB LATELLA NB,8 su- 1,Pergine Valsugana,2005-07-22,https://www.fidal.it/atleta/LAHNER-Eduard/iaiRkpWfaWQ%3D,https://www.fidal.it/societa/SV-STERZING-VB-LATELLA-NB/BZ013
14:16.74,,FURCI Gianni,1983,PM,C.S. AERONAUTICA MILITARE,4 su- 1,Bressanone,2005-06-25,https://www.fidal.it/atleta/FURCI-Gianni/f6iRl5elcGU%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
14:18.02,,PLONER Markus,1980,SM,SV STERZING VB LATELLA NB,5 su- 1,Bressanone,2005-06-25,https://www.fidal.it/atleta/PLONER-Markus/iaiRkpOicGM%3D,https://www.fidal.it/societa/SV-STERZING-VB-LATELLA-NB/BZ013
14:18.14,,INGARGIOLA Francesco,1973,SM,G.A. FIAMME GIALLE,4 se- 1,Vigna Di Valle,2005-05-15,https://www.fidal.it/atleta/INGARGIOLA-Francesco/f6iRkpSkb2Y%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
14:18.20,,BUTTAZZO Giammarco,1977,SM,C.S. ESERCITO,5 se- 1,Vigna Di Valle,2005-05-15,https://www.fidal.it/atleta/BUTTAZZO-Giammarco/hKiRkpWnbGs%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
14:18.86,,INGARGIOLA Francesco,1973,SM,G.A. FIAMME GIALLE,6 su- 1,Bressanone,2005-06-25,https://www.fidal.it/atleta/INGARGIOLA-Francesco/f6iRkpSkb2Y%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
14:19.44,,REGAZZONI Andrea,1978,SM,ATL. VALLE BREMBANA,9 su- 1,Ponzano Veneto,2005-07-01,https://www.fidal.it/atleta/REGAZZONI-Andrea/dqiRkpambGU%3D,https://www.fidal.it/societa/ATL--VALLE-BREMBANA/BG223
14:19.64,,PERTILE Ruggero,1974,SM,ASSINDUSTRIA SPORT PD,4 su- 1,Cesenatico,2005-06-11,https://www.fidal.it/atleta/PERTILE-Ruggero/eKiRkpKlaGQ%3D,https://www.fidal.it/societa/ASSINDUSTRIA-SPORT-PD/PD140
14:19.68,,FINESSO Paolo,1975,SM,GINNASTICA COMENSE 1872,3 se- 3,Saronno,2005-05-15,https://www.fidal.it/atleta/FINESSO-Paolo/dquRkpOicWU%3D,https://www.fidal.it/societa/GINNASTICA-COMENSE-1872/CO013
14:20.95,,LAHNER Eduard,1975,SM,SV STERZING VB LATELLA NB,10 su- 1,Conegliano,2005-06-17,https://www.fidal.it/atleta/LAHNER-Eduard/iaiRkpWfaWQ%3D,https://www.fidal.it/societa/SV-STERZING-VB-LATELLA-NB/BZ013
14:21.06,,FURCI Gianni,1983,PM,C.S. AERONAUTICA MILITARE,5 su- 1,Formia,2005-07-16,https://www.fidal.it/atleta/FURCI-Gianni/f6iRl5elcGU%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
14:21.26,,MEUCCI Daniele,1985,PM,C.S. ESERCITO,7 su- 1,Bressanone,2005-06-25,https://www.fidal.it/atleta/MEUCCI-Daniele/faiRm5eob2s%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
14:21.55,,PLONER Markus,1980,SM,SV STERZING VB LATELLA NB,11 su- 1,Conegliano,2005-06-17,https://www.fidal.it/atleta/PLONER-Markus/iaiRkpOicGM%3D,https://www.fidal.it/societa/SV-STERZING-VB-LATELLA-NB/BZ013
14:23.32,,PLONER Markus,1980,SM,SV STERZING VB LATELLA NB,10 su- 1,Ponzano Veneto,2005-07-01,https://www.fidal.it/atleta/PLONER-Markus/iaiRkpOicGM%3D,https://www.fidal.it/societa/SV-STERZING-VB-LATELLA-NB/BZ013
14:24.16,,PELLECCHIA Liberato,1982,SM,C.S. AERONAUTICA MILITARE,11 su- 1,Ponzano Veneto,2005-07-01,https://www.fidal.it/atleta/PELLECCHIA-Liberato/gKiRkpugb2M%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
14:24.89,,BRIGNONE Valerio,1967,SM35,ATLETICA CAIRO,1 se- 1,Genova,2005-05-25,https://www.fidal.it/atleta/BRIGNONE-Valerio/daiRk5Sgbmg%3D,https://www.fidal.it/societa/ATLETICA-CAIRO/SV021
14:25.08,,GUALDI Giovanni,1979,SM,G.A. FIAMME GIALLE,8 su- 1,Bressanone,2005-06-25,https://www.fidal.it/atleta/GUALDI-Giovanni/dqiRkpamamQ%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
14:25.36,,SCAINI Stefano,1983,PM,G.A. FIAMME GIALLE,9 su- 1,Erfurt,2005-07-17,https://www.fidal.it/atleta/SCAINI-Stefano/eaqRkpelams%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
14:25.53,,DE NARD Gabriele,1974,SM,G.A. FIAMME GIALLE,6 su- 1,Lagos,2005-05-28,https://www.fidal.it/atleta/DE-NARD-Gabriele/eKiRkpOmcWk%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
14:25.63,,LAHNER Eduard,1975,SM,SV STERZING VB LATELLA NB,1 se- 1,Lana,2005-06-08,https://www.fidal.it/atleta/LAHNER-Eduard/iaiRkpWfaWQ%3D,https://www.fidal.it/societa/SV-STERZING-VB-LATELLA-NB/BZ013
14:26.60,,WEISSTEINER Roland,1976,SM,SV STERZING VB LATELLA NB,1 se- 1,Rovereto,2005-05-14,https://www.fidal.it/atleta/WEISSTEINER-Roland/iaiRkpKoa2U%3D,https://www.fidal.it/societa/SV-STERZING-VB-LATELLA-NB/BZ013
14:26.63,,SUTTI Fabrizio,1976,SM,G.S. FIAMME ORO PADOVA,2 se- 1,Marcon,2005-05-15,https://www.fidal.it/atleta/SUTTI-Fabrizio/dqiRkpaoaWs%3D,https://www.fidal.it/societa/G-S--FIAMME-ORO-PADOVA/PD131
14:26.71,,ARLATI Andrea,1970,SM35,G.S. FIAMME AZZURRE,12 su- 1,Conegliano,2005-06-17,https://www.fidal.it/atleta/ARLATI-Andrea/dqiRk5SkbGw%3D,https://www.fidal.it/societa/G-S--FIAMME-AZZURRE/RM002
14:27.09,,LAHNER Eduard,1975,SM,SV STERZING VB LATELLA NB,12 su- 1,Ponzano Veneto,2005-07-01,https://www.fidal.it/atleta/LAHNER-Eduard/iaiRkpWfaWQ%3D,https://www.fidal.it/societa/SV-STERZING-VB-LATELLA-NB/BZ013
14:27.14,,VILLANI Matteo,1982,SM,C.S. CARABINIERI SEZ. ATLETICA,1 se- 1,Bologna,2005-07-14,https://www.fidal.it/atleta/VILLANI-Matteo/eqiRk5ijcWQ%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
14:27.31,,MEUCCI Daniele,1985,PM,C.S. ESERCITO,6 se- 1,Vigna Di Valle,2005-05-15,https://www.fidal.it/atleta/MEUCCI-Daniele/faiRm5eob2s%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
14:27.36,,BRIGNONE Valerio,1967,SM35,ATLETICA CAIRO,4 se- 1,Recanati,2005-08-12,https://www.fidal.it/atleta/BRIGNONE-Valerio/daiRk5Sgbmg%3D,https://www.fidal.it/societa/ATLETICA-CAIRO/SV021
14:27.37,,ROSA Luca,1977,SM,LIB. POL. AMAT. ATL. BN,6 su- 1,Pergine,2005-06-12,https://www.fidal.it/atleta/ROSA-Luca/g6iRkpKhcGY%3D,https://www.fidal.it/societa/LIB--POL--AMAT--ATL--BN/BN026
14:27.60,,BONA Francesco,1983,PM,C.S. AERONAUTICA MILITARE,9 su- 1,Bressanone,2005-06-25,https://www.fidal.it/atleta/BONA-Francesco/dKAAARk5afaGQ%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
14:27.65,,PLONER Markus,1980,SM,SV STERZING VB LATELLA NB,2 se- 1,Lana,2005-06-08,https://www.fidal.it/atleta/PLONER-Markus/iaiRkpOicGM%3D,https://www.fidal.it/societa/SV-STERZING-VB-LATELLA-NB/BZ013
14:27.75,,SCAINI Stefano,1983,PM,G.A. FIAMME GIALLE,1 su- 1,Roma,2005-09-25,https://www.fidal.it/atleta/SCAINI-Stefano/eaqRkpelams%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
14:28.49,,MEUCCI Daniele,1985,PM,C.S. ESERCITO,1 su- 1,Grosseto,2005-06-03,https://www.fidal.it/atleta/MEUCCI-Daniele/faiRm5eob2s%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
14:28.73,,LALLI Andrea,1987,JM,CUS MOLISE,6 fi- 1,Kaunas,2005-07-24,https://www.fidal.it/atleta/LALLI-Andrea/g6iRkpafaWw%3D,https://www.fidal.it/societa/CUS-MOLISE/CB001
14:28.88,,SCAINI Stefano,1983,PM,G.A. FIAMME GIALLE,2 su- 1,Palermo,2005-07-23,https://www.fidal.it/atleta/SCAINI-Stefano/eaqRkpelams%3D,https://www.fidal.it/societa/G-A--FIAMME-GIALLE/RM056
14:28.93,,SANTONI Alex,1983,PM,ATLETICA ALTO GARDA E LEDRO,3 se- 1,Rovereto,2005-05-14,https://www.fidal.it/atleta/SANTONI-Alex/d6iRkpiiaWk%3D,https://www.fidal.it/societa/ATLETICA-ALTO-GARDA-E-LEDRO/TN135
14:29.07,,MAFFEI Giuseppe,1974,SM,ATL.  CENTO TORRI PAVIA,4 se- 3,Saronno,2005-05-15,https://www.fidal.it/atleta/MAFFEI-Giuseppe/dqiRkpWhaGM%3D,https://www.fidal.it/societa/ATL--CENTO-TORRI-PAVIA/PV110
14:29.30,,LA ROSA Stefano,1985,PM,M. PELLEGRINI BANCA D.MAREMMA,2 su- 1,Grosseto,2005-06-03,https://www.fidal.it/atleta/LA-ROSA-Stefano/faiRlJKgaWQ%3D,https://www.fidal.it/societa/M--PELLEGRINI-BANCA-D-MAREMMA/GR065
14:29.59,,REGAZZONI Andrea,1978,SM,ATL. VALLE BREMBANA,13 su- 1,Conegliano,2005-06-17,https://www.fidal.it/atleta/REGAZZONI-Andrea/dqiRkpambGU%3D,https://www.fidal.it/societa/ATL--VALLE-BREMBANA/BG223
14:29.98,,WEISSTEINER Roland,1976,SM,SV STERZING VB LATELLA NB,3 se- 1,Lana,2005-06-08,https://www.fidal.it/atleta/WEISSTEINER-Roland/iaiRkpKoa2U%3D,https://www.fidal.it/societa/SV-STERZING-VB-LATELLA-NB/BZ013
14:30.37,,FURCI Gianni,1983,PM,C.S. AERONAUTICA MILITARE,3 su- 1,Grosseto,2005-06-03,https://www.fidal.it/atleta/FURCI-Gianni/f6iRl5elcGU%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
14:30.55,,BORGHESI Gianluca,1978,SM,A.S. ATLETICA 85 FAENZA,2 se- 1,Bologna,2005-07-14,https://www.fidal.it/atleta/BORGHESI-Gianluca/eqiRkpWlcGw%3D,https://www.fidal.it/societa/A-S--ATLETICA-85-FAENZA/RA094
14:30.94,,CANAGLIA Mirko,1979,SM,CUS ATL. 2000 MILANO,9 su- 1,Pergine Valsugana,2005-07-22,https://www.fidal.it/atleta/CANAGLIA-Mirko/dqiRkpijaGQ%3D,https://www.fidal.it/societa/CUS-ATL--2000-MILANO/MI259
14:31.18,,LA ROSA Stefano,1985,PM,M. PELLEGRINI BANCA D.MAREMMA,3 se- 1,Lucca,2005-05-15,https://www.fidal.it/atleta/LA-ROSA-Stefano/faiRlJKgaWQ%3D,https://www.fidal.it/societa/M--PELLEGRINI-BANCA-D-MAREMMA/GR065
14:31.25,,GIOFRE' Michele,1976,SM,ATL. CASTELLO,6 su- 1,Formia,2005-07-16,https://www.fidal.it/atleta/GIOFRE-Michele/hqiRkpOhcGc%3D,https://www.fidal.it/societa/ATL--CASTELLO/FI021
14:31.36,,CUGUSI Stefano,1984,PM,C.U.S. PAVIA,10 su- 1,Bressanone,2005-06-25,https://www.fidal.it/atleta/CUGUSI-Stefano/dqiRlpSoaWU%3D,https://www.fidal.it/societa/C-U-S--PAVIA/PV108
14:31.72,,GIOFRE' Michele,1976,SM,ATL. CASTELLO,11 su- 1,Bressanone,2005-06-25,https://www.fidal.it/atleta/GIOFRE-Michele/hqiRkpOhcGc%3D,https://www.fidal.it/societa/ATL--CASTELLO/FI021
14:31.87,,AUCIELLO Giovanni,1980,SM,C.S. ESERCITO,10 su- 1,Pergine Valsugana,2005-07-22,https://www.fidal.it/atleta/AUCIELLO-Giovanni/hKiRkpWlaGY%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
14:31.90,,LANZINER Peter,1982,SM,U.S. QUERCIA ROVERETO,11 su- 1,Pergine Valsugana,2005-07-22,https://www.fidal.it/atleta/LANZINER-Peter/iaiRkpSgb2c%3D,https://www.fidal.it/societa/U-S--QUERCIA-ROVERETO/TN109
14:31.99,,BORGHESI Gianluca,1978,SM,A.S. ATLETICA 85 FAENZA,1 su- 1,San Marino,2005-06-22,https://www.fidal.it/atleta/BORGHESI-Gianluca/eqiRkpWlcGw%3D,https://www.fidal.it/societa/A-S--ATLETICA-85-FAENZA/RA094
14:32.00,,CUGUSI Stefano,1984,PM,C.U.S. PAVIA,12 su- 1,Erfurt,2005-07-17,https://www.fidal.it/atleta/CUGUSI-Stefano/dqiRlpSoaWU%3D,https://www.fidal.it/societa/C-U-S--PAVIA/PV108
14:32.01,,FINESSO Paolo,1975,SM,GINNASTICA COMENSE 1872,12 su- 1,Bressanone,2005-06-25,https://www.fidal.it/atleta/FINESSO-Paolo/dquRkpOicWU%3D,https://www.fidal.it/societa/GINNASTICA-COMENSE-1872/CO013
14:32.23,,GAETA Cristian,1982,SM,C.S. ESERCITO,7 se- 1,Vigna Di Valle,2005-05-15,https://www.fidal.it/atleta/GAETA-Cristian/gKiRkpufcWQ%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
14:32.31,,GARIBOLDI Simone,1987,JM,ATL. VALLE BREMBANA,1 su- 1,Grosseto,2005-06-03,https://www.fidal.it/atleta/GARIBOLDI-Simone/dqiRlZufcWQ%3D,https://www.fidal.it/societa/ATL--VALLE-BREMBANA/BG223
14:32.34,,BORGHESI Gianluca,1978,SM,A.S. ATLETICA 85 FAENZA,12 su- 1,Pergine Valsugana,2005-07-22,https://www.fidal.it/atleta/BORGHESI-Gianluca/eqiRkpWlcGw%3D,https://www.fidal.it/societa/A-S--ATLETICA-85-FAENZA/RA094
14:32.46,,TRAPANI Antonio,1983,PM,ATL.  G.S. MIOTTI ARCISATE,1 su- 1,Pavia,2005-09-25,https://www.fidal.it/atleta/TRAPANI-Antonio/dqiRk5uibGQ%3D,https://www.fidal.it/societa/ATL--G-S--MIOTTI-ARCISATE/VA394
14:32.61,,BONA Francesco,1983,PM,C.S. AERONAUTICA MILITARE,4 su- 1,Grosseto,2005-06-03,https://www.fidal.it/atleta/BONA-Francesco/dKAAARk5afaGQ%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
14:33.07,,RACHEDI Omar,1984,PM,C.S. CARABINIERI SEZ. ATLETICA,1 su- 1,Firenze,2005-09-25,https://www.fidal.it/atleta/RACHEDI-Omar/faiRlJKjaWo%3D,https://www.fidal.it/societa/C-S--CARABINIERI-SEZ--ATLETICA/BO011
14:33.30,,LALLI Andrea,1987,JM,CUS MOLISE,2 su- 1,Grosseto,2005-06-03,https://www.fidal.it/atleta/LALLI-Andrea/g6iRkpafaWw%3D,https://www.fidal.it/societa/CUS-MOLISE/CB001
14:33.66,,RUNGGER Hannes,1982,SM,SUEDTIROLER LAUFVEREIN AMATEUR,4 se- 1,Lana,2005-06-08,https://www.fidal.it/atleta/RUNGGER-Hannes/iaiRkpSfcGU%3D,https://www.fidal.it/societa/SUEDTIROLER-LAUFVEREIN-AMATEUR/BZ067
14:33.76,,MAGAGNOLI Rudy,1977,SM,ATLETICA FERRARA,5 se- 1,Modena,2005-05-15,https://www.fidal.it/atleta/MAGAGNOLI-Rudy/eqiRkpOgamw%3D,https://www.fidal.it/societa/ATLETICA-FERRARA/FE448
14:33.78,,PETREI Antonello,1972,SM,U.S. DILETTANT. ATERNO PESCARA,1 su- 1,Roma,2005-06-12,https://www.fidal.it/atleta/PETREI-Antonello/gaiRkpilamM%3D,https://www.fidal.it/societa/U-S--DILETTANT--ATERNO-PESCARA/PE001
14:34.22,,PETREI Antonello,1972,SM,U.S. DILETTANT. ATERNO PESCARA,5 se- 1,Recanati,2005-08-12,https://www.fidal.it/atleta/PETREI-Antonello/gaiRkpilamM%3D,https://www.fidal.it/societa/U-S--DILETTANT--ATERNO-PESCARA/PE001
14:34.25,,WEISSTEINER Roland,1976,SM,SV STERZING VB LATELLA NB,13 su- 1,Ponzano Veneto,2005-07-01,https://www.fidal.it/atleta/WEISSTEINER-Roland/iaiRkpKoa2U%3D,https://www.fidal.it/societa/SV-STERZING-VB-LATELLA-NB/BZ013
14:34.40,,MAZZARA Sebastiano,1975,SM,C.S. ESERCITO,4 su- 1,Avellino,2005-06-15,https://www.fidal.it/atleta/MAZZARA-Sebastiano/h6iRlJekbmc%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
14:34.71,,MONTORIO Alberto,1983,PM,C.S. AERONAUTICA MILITARE,13 su- 1,Bressanone,2005-06-25,https://www.fidal.it/atleta/MONTORIO-Alberto/dqiRlJujaWo%3D,https://www.fidal.it/societa/C-S--AERONAUTICA-MILITARE/RM053
14:34.77,,CUGUSI Stefano,1984,PM,C.U.S. PAVIA,5 su- 1,Grosseto,2005-06-03,https://www.fidal.it/atleta/CUGUSI-Stefano/dqiRlpSoaWU%3D,https://www.fidal.it/societa/C-U-S--PAVIA/PV108
14:34.95,,GUERRINI Alessandro,1983,PM,COLLEFERRO ATLETICA,2 su- 1,Roma,2005-09-25,https://www.fidal.it/atleta/GUERRINI-Alessandro/f6iRlpikb2w%3D,https://www.fidal.it/societa/COLLEFERRO-ATLETICA/RS012
14:34.99,,ZANATTA Paolo,1982,SM,C.S. ESERCITO,3 su- 1,Brugnera,2005-09-03,https://www.fidal.it/atleta/ZANATTA-Paolo/eKiRk5WhaWo%3D,https://www.fidal.it/societa/C-S--ESERCITO/RM052
14:35.13,,DELLA PIETRA Lorenzo,1969,SM35,A.S.D. CARNIATLETICA,13 su- 1,Pergine Valsugana,2005-07-22,https://www.fidal.it/atleta/DELLA-PIETRA-Lorenzo/eayRkpehaWQ%3D,https://www.fidal.it/societa/A-S-D--CARNIATLETICA/UD093
14:35.28,,LA ROSA Stefano,1985,PM,M. PELLEGRINI BANCA D.MAREMMA,1 su- 1,San Giorgio Su Legnano,2005-10-09,https://www.fidal.it/atleta/LA-ROSA-Stefano/faiRlJKgaWQ%3D,https://www.fidal.it/societa/M--PELLEGRINI-BANCA-D-MAREMMA/GR065
