tempo,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
9:26.4,,VACANTE Jordan,1990,CM,A.S.D. ATL. SCUOLA LENTINI,1 su- 1,Catania,2005-04-29,https://www.fidal.it/atleta/VACANTE-Jordan/h6iRlpKfamc%3D,https://www.fidal.it/societa/A-S-D--ATL--SCUOLA-LENTINI/SR131
9:36.6,,D'ASARO Damiano,1991,CM,A.S. DIL. ATL.MAZZARINO,3 su- 1,Palermo,2005-04-24,https://www.fidal.it/atleta/D-ASARO-Damiano/h6iRlZWhbGw%3D,https://www.fidal.it/societa/A-S--DIL--ATL-MAZZARINO/CL154
10:02.5,,TERRASI Alessio,1990,CM,A.S. DIL. ARCI XIII DICEMBRE,5 su- 1,Palermo,2005-04-24,https://www.fidal.it/atleta/TERRASI-Alessio/h6iRlZWmcGU%3D,https://www.fidal.it/societa/A-S--DIL--ARCI-XIII-DICEMBRE/PA020
10:16.8,,AMBUS Gianmauro,1990,CM,ATL SAN SPERATE,16 su- 1,Cagliari,2005-07-06,https://www.fidal.it/atleta/AMBUS-Gianmauro/iKiRk5mkamc%3D,https://www.fidal.it/societa/ATL-SAN-SPERATE/CA104
10:36.0,,AMBUS Gianmauro,1990,CM,ATL SAN SPERATE,1 su- 1,Carbonia,2005-05-08,https://www.fidal.it/atleta/AMBUS-Gianmauro/iKiRk5mkamc%3D,https://www.fidal.it/societa/ATL-SAN-SPERATE/CA104
10:44.1,,SABELLA Alfonso,1990,CM,A.S. DIL. POL.AGAT0CLE SCIACCA,1 se- 1,Trapani,2005-04-13,https://www.fidal.it/atleta/SABELLA-Alfonso/h6iRlZikbWo%3D,https://www.fidal.it/societa/A-S--DIL--POL-AGAT0CLE-SCIACCA/AG052
11:13.5,,GALLO Gaspare,1990,CM,POL. DILETT. EURIALO ERICE,2 se- 1,Trapani,2005-04-13,https://www.fidal.it/atleta/GALLO-Gaspare/h6iRlZOgcWM%3D,https://www.fidal.it/societa/POL--DILETT--EURIALO-ERICE/TP455
10:43.6,,LATTANZIO Lorena,1991,CF,ATHLETIC TEAM BARLETTA,4 su- 1,Molfetta,2005-07-21,https://www.fidal.it/atleta/LATTANZIO-Lorena/hKiSmZejbGs%3D,https://www.fidal.it/societa/ATHLETIC-TEAM-BARLETTA/BA068
11:05.5,,SURDO Federica,1990,CF,A.S. DILETT. G.S.INDOMITA,1 su- 1,Palermo,2005-04-24,https://www.fidal.it/atleta/SURDO-Federica/h6iRlZOfcGw%3D,https://www.fidal.it/societa/A-S--DILETT--G-S-INDOMITA/ME100
11:27.9,,LIBERTO Silvia,1990,CF,A.S.D. ATL. SCUOLA LENTINI,1 su- 1,Catania,2005-04-29,https://www.fidal.it/atleta/LIBERTO-Silvia/h6iRlJqiaGs%3D,https://www.fidal.it/societa/A-S-D--ATL--SCUOLA-LENTINI/SR131
