tempo,vento,atleta,anno,categoria,società,posizione,luogo,data,link_atleta,link_società
5:54.31,,CAIANI Cesare,2003,AM,ATL BRUGNERA PN FRIULINTAGLI,1 se- 1,Modena,2020-10-17,https://www.fidal.it/atleta/CAIANI-Cesare/eaqRk5OocWQ%3D,https://www.fidal.it/societa/ATL-BRUGNERA-PN-FRIULINTAGLI/PN039
5:57.97,,VALDUGA Simone,2004,AM,U.S. QUERCIA TRENTINGRANA,2 se- 1,Modena,2020-10-17,https://www.fidal.it/atleta/VALDUGA-Simone/d6iRk5mjaWk%3D,https://www.fidal.it/societa/U-S--QUERCIA-TRENTINGRANA/TN109
6:00.11,,CAIANI Cesare,2003,AM,ATL BRUGNERA PN FRIULINTAGLI,1 su- 1,Tolmezzo,2020-10-04,https://www.fidal.it/atleta/CAIANI-Cesare/eaqRk5OocWQ%3D,https://www.fidal.it/societa/ATL-BRUGNERA-PN-FRIULINTAGLI/PN039
6:02.94,,SPALLETTA Valerio,2003,AM,RCF ROMA SUD,3 se- 1,Modena,2020-10-17,https://www.fidal.it/atleta/SPALLETTA-Valerio/f6yRk5alcGU%3D,https://www.fidal.it/societa/RCF-ROMA-SUD/RS195
6:07.23,,GORI Leonardo,2003,AM,ATLETICA WINNER FOLIGNO,4 se- 1,Modena,2020-10-17,https://www.fidal.it/atleta/GORI-Leonardo/fqmRkpKob2s%3D,https://www.fidal.it/societa/ATLETICA-WINNER-FOLIGNO/PG070
6:07.34,,AUGIMERI Raffaele,2003,AM,ATL. ADEN  EXPRIVIA MOLFETTA,5 se- 1,Modena,2020-10-17,https://www.fidal.it/atleta/AUGIMERI-Raffaele/hKmRkpSocGw%3D,https://www.fidal.it/societa/ATL--ADEN-EXPRIVIA-MOLFETTA/BA091
6:09.35,,SPALLETTA Valerio,2003,AM,RCF ROMA SUD,1 se- 1,Abbadia San Salvatore,2020-08-08,https://www.fidal.it/atleta/SPALLETTA-Valerio/f6yRk5alcGU%3D,https://www.fidal.it/societa/RCF-ROMA-SUD/RS195
6:09.44,,GAMBONE Gabriele,2003,AM,TOSCANA ATLETICA FUTURA,6 se- 1,Modena,2020-10-17,https://www.fidal.it/atleta/GAMBONE-Gabriele/faqRkpahbmk%3D,https://www.fidal.it/societa/TOSCANA-ATLETICA-FUTURA/FI018
6:09.49,,SILIQUINI Edoardo,2004,AM,S.A.F.ATLETICA PIEMONTE A.S.D.,7 se- 1,Modena,2020-10-17,https://www.fidal.it/atleta/SILIQUINI-Edoardo/dK6RlpSibWM%3D,https://www.fidal.it/societa/S-A-F-ATLETICA-PIEMONTE-A-S-D-/TO226
6:09.59,,DA ROLD Patrick,2003,AM,A.ATL.DOLOMITI BELLUNO,8 se- 1,Modena,2020-10-17,https://www.fidal.it/atleta/DA-ROLD-Patrick/eKmRlJelamc%3D,https://www.fidal.it/societa/A-ATL-DOLOMITI-BELLUNO/BL010
6:10.49,,SILIQUINI Edoardo,2004,AM,S.A.F.ATLETICA PIEMONTE A.S.D.,1 su- 1,Macerata,2020-08-22,https://www.fidal.it/atleta/SILIQUINI-Edoardo/dK6RlpSibWM%3D,https://www.fidal.it/societa/S-A-F-ATLETICA-PIEMONTE-A-S-D-/TO226
6:10.72,,BRUSA Edoardo,2003,AM,ATL. LECCO-COLOMBO COSTRUZ.,9 se- 1,Modena,2020-10-17,https://www.fidal.it/atleta/BRUSA-Edoardo/drKRk5Wka2k%3D,https://www.fidal.it/societa/ATL--LECCO-COLOMBO-COSTRUZ-/CO208
